date,open,high,low,close,volume,stock_name,ma5,ma10,ma20
2025-03-24,40.61,40.82,37.51,38.77,23649.97,华依科技,,,
2025-03-25,38.71,39.41,38.11,38.34,16361.8,华依科技,,,
2025-03-26,38.3,39.5,38.11,38.15,11991.04,华依科技,,,
2025-03-27,37.9,38.8,37.05,37.05,13663.99,华依科技,,,
2025-03-28,37.01,38.15,36.88,36.88,9567.14,华依科技,37.838,,
2025-03-31,36.88,36.88,35.43,36.33,13918.18,华依科技,37.35,,
2025-04-01,36.25,36.68,34.9,35.24,12498.34,华依科技,36.73,,
2025-04-02,35.4,36.58,35.06,35.96,11282.16,华依科技,36.292,,
2025-04-03,35.02,36.27,34.58,34.91,11210.48,华依科技,35.864,,
2025-04-07,30.52,33.09,27.93,27.93,19697.17,华依科技,34.074,35.956,
2025-04-08,27.38,29.37,26.92,27.77,23525.18,华依科技,32.362,34.856,
2025-04-09,27.44,30.6,25.05,30.2,28949.9,华依科技,31.353999999999996,34.041999999999994,
2025-04-10,30.48,32.99,30.36,30.45,20563.71,华依科技,30.252,33.272000000000006,
2025-04-11,29.81,32.81,29.81,32.58,20045.03,华依科技,29.786,32.825,
2025-04-14,34.5,34.5,32.13,32.65,16912.49,华依科技,30.73,32.402,
2025-04-15,32.65,33.47,31.74,32.34,13134.71,华依科技,31.644,32.003,
2025-04-16,32.21,32.29,30.3,30.91,14293.23,华依科技,31.785999999999994,31.57,
2025-04-17,30.81,31.52,30.51,30.63,11564.85,华依科技,31.822000000000003,31.037,
2025-04-18,30.63,31.2,30.0,30.48,6925.78,华依科技,31.401999999999997,30.594,
2025-04-21,30.48,32.6,30.04,32.13,12643.92,华依科技,31.298000000000002,31.014,33.485
2025-04-22,31.99,32.55,31.61,31.75,8253.09,华依科技,31.179999999999996,31.412,33.134
2025-04-23,32.0,34.13,32.0,33.62,19552.19,华依科技,31.721999999999998,31.753999999999998,32.898
2025-04-24,33.9,35.02,33.46,33.93,19026.55,华依科技,32.382,32.102,32.687
2025-04-25,34.21,35.12,33.3,34.45,13505.68,华依科技,33.176,32.289,32.557
2025-04-28,34.0,34.22,33.13,33.37,16360.82,华依科技,33.424,32.361000000000004,32.3815
2025-04-29,33.79,34.83,33.08,34.59,15165.66,华依科技,33.992000000000004,32.586,32.2945
2025-04-30,36.0,36.71,35.03,36.37,25735.75,华依科技,34.542,33.132000000000005,32.351
2025-05-06,36.82,40.89,36.5,39.65,39202.41,华依科技,35.686,34.034000000000006,32.5355
2025-05-07,40.0,41.77,39.71,40.4,36303.94,华依科技,36.876,35.025999999999996,32.81
2025-05-08,40.0,41.5,40.0,40.81,26160.41,华依科技,38.364,35.894,33.45399999999999
2025-05-09,40.66,40.8,39.09,39.26,18693.27,华依科技,39.298,36.644999999999996,34.028499999999994
2025-05-12,39.57,41.41,39.57,40.32,22951.8,华依科技,40.088,37.315,34.5345
2025-05-13,40.67,40.79,39.08,39.39,17811.52,华依科技,40.036,37.861000000000004,34.9815
2025-05-14,39.15,39.84,38.41,38.79,15619.72,华依科技,39.714000000000006,38.295,35.291999999999994
2025-05-15,38.79,38.8,37.6,37.76,10847.7,华依科技,39.104,38.734,35.5475
2025-05-16,37.76,41.8,37.39,39.26,33889.74,华依科技,39.104,39.201,35.8935
2025-05-19,39.0,39.26,36.9,38.0,28511.43,华依科技,38.64,39.364,36.248
2025-05-20,38.16,39.44,37.17,38.98,17763.3,华依科技,38.55800000000001,39.297,36.665499999999994
2025-05-21,38.29,38.98,37.6,37.91,13316.98,华依科技,38.38199999999999,39.048,37.03699999999999
2025-05-22,37.8,38.45,36.92,36.97,14668.99,华依科技,38.224000000000004,38.664,37.278999999999996
2025-05-23,36.7,38.12,36.41,36.45,13084.12,华依科技,37.662,38.383,37.513999999999996
2025-05-26,36.4,37.2,36.21,36.72,10830.8,华依科技,37.406,38.022999999999996,37.669
2025-05-27,36.5,36.89,35.2,36.44,13762.64,华依科技,36.898,37.727999999999994,37.7945
2025-05-28,36.5,37.28,35.62,36.07,10335.06,华依科技,36.529999999999994,37.456,37.8755
2025-05-29,36.12,39.35,35.8,39.1,35236.02,华依科技,36.956,37.589999999999996,38.16199999999999
2025-05-30,39.32,39.51,37.6,39.0,26220.5,华依科技,37.465999999999994,37.564,38.3825
2025-06-03,39.5,39.5,38.21,38.71,13842.63,华依科技,37.864,37.635,38.4995
2025-06-04,38.83,40.3,38.56,38.86,19349.97,华依科技,38.348,37.623000000000005,38.46
2025-06-05,38.95,39.43,37.8,39.02,14557.79,华依科技,38.938,37.733999999999995,38.391
2025-06-06,38.92,39.19,38.23,38.6,10692.99,华依科技,38.838,37.897000000000006,38.2805
2025-06-09,38.81,39.77,38.08,38.43,14510.33,华依科技,38.724000000000004,38.095,38.239
2025-06-10,38.43,39.57,36.6,37.63,14636.38,华依科技,38.508,38.186,38.104499999999994
2025-06-11,37.64,38.15,36.72,36.92,15823.25,华依科技,38.12,38.234,37.981
2025-06-12,36.91,37.48,36.32,36.85,12616.09,华依科技,37.686,38.312,37.884
2025-06-13,36.58,37.18,36.08,36.79,14478.78,华依科技,37.324,38.081,37.8355
2025-06-16,36.86,37.38,36.15,36.26,11377.34,华依科技,36.89,37.807,37.685500000000005
2025-06-17,36.26,37.55,35.85,36.7,24914.18,华依科技,36.70399999999999,37.606,37.62050000000001
2025-06-18,36.33,37.68,36.09,37.19,19785.27,华依科技,36.758,37.439,37.531
2025-06-19,37.51,37.51,36.34,36.76,11924.2,华依科技,36.739999999999995,37.213,37.4735
2025-06-20,36.82,36.87,35.8,35.81,14083.19,华依科技,36.544,36.934,37.4155
2025-06-23,35.0,35.24,33.8,33.84,24932.79,华依科技,36.06,36.475,37.285
2025-06-24,33.87,36.35,33.87,35.78,20914.32,华依科技,35.876000000000005,36.29,37.23800000000001
2025-06-25,35.91,36.67,35.57,36.34,12062.85,华依科技,35.706,36.232,37.233
2025-06-26,36.3,36.57,35.58,35.82,10051.04,华依科技,35.518,36.129000000000005,37.2205
2025-06-27,35.25,36.35,35.25,35.68,9287.5,华依科技,35.492000000000004,36.018,37.0495
2025-06-30,35.73,37.0,35.55,36.45,12682.5,华依科技,36.013999999999996,36.037,36.922000000000004
2025-07-01,36.73,36.73,35.15,35.91,13724.77,华依科技,36.04,35.958000000000006,36.782
2025-07-02,35.91,35.91,35.04,35.31,8795.84,华依科技,35.833999999999996,35.77,36.6045
2025-07-03,35.31,35.8,34.88,35.28,9543.42,华依科技,35.726,35.622,36.417500000000004
2025-07-04,35.52,35.52,34.32,34.32,17185.12,华依科技,35.45399999999999,35.473,36.203500000000005
2025-07-07,34.37,34.37,33.56,34.02,8722.32,华依科技,34.968,35.491,35.983000000000004
2025-07-08,34.11,34.59,33.62,34.12,11486.81,华依科技,34.61,35.325,35.807500000000005
2025-07-09,36.78,36.78,33.81,34.16,17592.99,华依科技,34.38,35.107,35.6695
2025-07-10,34.4,34.4,32.88,32.99,17411.54,华依科技,33.922000000000004,34.824,35.4765
2025-07-11,33.01,33.9,32.62,33.49,12144.43,华依科技,33.75600000000001,34.605000000000004,35.3115
2025-07-14,33.82,34.87,33.32,34.29,19861.34,华依科技,33.81,34.388999999999996,35.213
2025-07-15,34.29,34.56,33.61,34.38,10014.99,华依科技,33.862,34.236000000000004,35.096999999999994
2025-07-16,34.47,37.38,33.9,36.69,34205.41,华依科技,34.368,34.374,35.072
2025-07-17,37.23,39.03,36.4,39.02,45645.88,华依科技,35.574,34.748000000000005,35.185
2025-07-18,39.02,40.33,38.21,39.72,50424.62,华依科技,36.82,35.288,35.3805
2025-07-21,39.63,40.44,38.51,40.18,45836.51,华依科技,37.998000000000005,35.903999999999996,35.697500000000005
2025-07-22,40.35,40.71,39.44,40.04,28454.26,华依科技,39.13,36.495999999999995,35.9105
2025-07-23,40.6,43.48,40.07,42.22,59251.06,华依科技,40.236000000000004,37.302,36.2045
2025-07-24,42.2,44.83,41.81,43.3,51156.45,华依科技,41.092,38.333,36.578500000000005
2025-07-25,42.8,44.5,42.0,44.37,29917.99,华依科技,42.022,39.421,37.013
2025-07-28,45.4,46.2,43.5,45.19,50129.59,华依科技,43.024,40.511,37.45
2025-07-29,45.19,46.25,43.99,44.75,29458.17,华依科技,43.965999999999994,41.548,37.892
2025-07-30,44.7,45.13,43.0,45.06,30889.39,华依科技,44.534,42.385,38.37949999999999
2025-07-31,44.34,46.11,43.6,43.87,27654.69,华依科技,44.648,42.87,38.809
2025-08-01,43.8,45.45,43.19,43.39,26055.83,华依科技,44.452,43.237,39.2625
2025-08-04,43.0,46.5,42.6,46.45,31251.99,华依科技,44.704,43.864,39.884
2025-08-05,46.0,47.53,45.02,46.09,28222.44,华依科技,44.972,44.469,40.4825
2025-08-06,45.62,48.38,45.2,47.69,39027.79,华依科技,45.498000000000005,45.016000000000005,41.159
2025-08-07,51.0,55.49,47.98,49.21,95449.4,华依科技,46.565999999999995,45.607,41.97
2025-08-08,48.7,51.95,47.94,50.09,52229.15,华依科技,47.906000000000006,46.179,42.8
2025-08-11,49.0,50.07,48.51,49.12,33403.8,华依科技,48.44,46.572,43.5415
2025-08-12,49.04,49.86,46.2,47.54,45462.26,华依科技,48.73,46.851,44.1995
2025-08-13,47.8,49.2,47.0,48.8,37081.51,华依科技,48.952,47.225,44.80499999999999
2025-08-14,49.0,49.95,47.45,47.96,28949.93,华依科技,48.702000000000005,47.634,45.251999999999995
2025-08-15,47.09,49.39,47.09,48.08,31325.64,华依科技,48.3,48.103,45.67
2025-08-18,48.53,48.9,47.4,47.61,34912.03,华依科技,47.998000000000005,48.219,46.0415
2025-08-19,48.0,49.44,46.73,48.05,30187.38,华依科技,48.099999999999994,48.415,46.442
2025-08-20,47.7,48.0,46.66,47.35,20563.23,华依科技,47.81,48.381,46.6985
2025-08-21,47.96,47.96,45.0,45.91,31781.54,华依科技,47.4,48.051,46.82899999999999
2025-08-22,45.63,46.93,45.63,46.12,27911.43,华依科技,47.007999999999996,47.653999999999996,46.9165
2025-08-25,46.14,47.15,45.0,45.5,35163.51,华依科技,46.586,47.291999999999994,46.932
2025-08-26,45.34,45.75,44.83,44.93,24583.86,华依科技,45.962,47.031,46.940999999999995
2025-08-27,44.8,45.24,42.6,42.61,45620.0,华依科技,45.013999999999996,46.412,46.8185
2025-08-28,42.74,43.18,40.34,40.99,51331.58,华依科技,44.03,45.715,46.6745
2025-08-29,41.15,42.1,40.1,40.86,41999.41,华依科技,42.978,44.992999999999995,46.547999999999995
2025-09-01,40.83,41.36,39.93,40.08,29378.35,华依科技,41.894,44.24,46.2295
2025-09-02,40.16,43.48,38.6,42.49,72603.23,华依科技,41.406,43.684000000000005,46.0495
2025-09-03,42.3,43.11,40.25,40.45,37435.49,华依科技,40.974000000000004,42.994,45.6875
2025-09-04,40.6,41.88,38.06,39.2,34048.63,华依科技,40.616,42.323,45.187
2025-09-05,39.2,40.38,38.89,39.29,28417.89,华依科技,40.302,41.64,44.647
2025-09-08,39.8,41.08,39.41,40.25,29731.19,华依科技,40.336,41.115,44.2035
2025-09-09,40.03,40.5,38.82,39.01,21017.43,华依科技,39.64,40.523,43.777
2025-09-10,39.29,39.85,38.7,38.83,19613.73,华依科技,39.316,40.144999999999996,43.2785
