股票代码,股票名称,总市值(亿元),流通市值(亿元),收盘价,市盈率PE,市净率PB,地区,行业
600995.SH,南网储能,485.47328178000004,485.47328178000004,15.19,43.0965,2.1653,云南,水力发电
601016.SH,节能风电,286.59694071,264.06969151,4.45,21.5478,1.6608,北京,新型电力
301155.SZ,海力风电,185.69580051,105.36488322000001,85.42,280.8808,3.2289,江苏,电气设备
688660.SH,电气风电,178.00000889999998,178.00000889999998,13.35,0.0,4.2994,上海,电气设备
000690.SZ,宝新能源,107.05368281,106.98399165000001,4.92,15.1733,0.8528,广东,火力发电
000049.SZ,德赛电池,106.73719319,106.70842420999999,27.75,25.8436,1.6021,深圳,电气设备
001258.SZ,立新能源,90.06666673,90.06572586,9.65,179.4798,2.9674,新疆,新型电力
600617.SH,国新能源,76.97475186,70.84415329,3.99,0.0,2.2753,山西,供气供热
605378.SH,野马电池,51.98179896,51.98179896,19.89,34.0251,4.1596,浙江,电气设备
